Gene.stable.ID	seqnames	start	end	width	strand	Gene.type	Gene.name_NBIS*	Description (product)	Uniprot entry	Description from Ensembl
ENSCHAG00000001351	1	3958564	4000230	41667	-	protein_coding	DNAAF5	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]		
ENSCHAG00000001567	1	4001075	4069043	67969	+	protein_coding	prkar1b	"protein kinase, cAMP-dependent, regulatory, type I, beta [Source:ZFIN;Acc:ZDB-GENE-060929-580]"		
ENSCHAG00000001636	1	4092056	4101358	9303	+	protein_coding	PDGFA	platelet-derived growth factor alpha polypeptide b [Source:ZFIN;Acc:ZDB-GENE-060929-124]		
ENSCHAG00000001676	1	4181571	4185836	4266	+	protein_coding	mcrip1*	Mapk-regulated corepressor-interacting protein 1	sp|Q0P4B9|MCRI1_DANRE	
ENSCHAG00000001692	1	4187718	4197820	10103	+	protein_coding	trap1	TNF receptor-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4257]		
ENSCHAG00000001810	1	4201723	4216105	14383	-	protein_coding	ubald1b	UBA-like domain-containing protein 1 [Source:NCBI gene;Acc:105907870]		
ENSCHAG00000001830	1	4216126	4226255	10130	+	protein_coding	mgrn1b	"mahogunin, ring finger 1b [Source:ZFIN;Acc:ZDB-GENE-110401-3]"		
ENSCHAG00000002037	1	4226968	4230574	3607	+	protein_coding	foxj1b*	Forkhead box protein J1-B	sp|F1R8Z9|FXJ1B_DANRE	forkhead box protein J1-B-like [Source:NCBI gene;Acc:105907854]
ENSCHAG00000002055	1	4239246	4240956	1711	-	protein_coding	aanat2	arylalkylamine N-acetyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-991019-6]		
ENSCHAG00000002082	1	4243793	4245389	1597	+	protein_coding	aanat2	arylalkylamine N-acetyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-991019-6]		
ENSCHAG00000002117	1	4246917	4285149	38233	-	protein_coding	rhbdf1a	rhomboid 5 homolog 1a (Drosophila) [Source:NCBI gene;Acc:798402]		
ENSCHAG00000002985	1	4297346	4308670	11325	+	protein_coding	mpg	N-methylpurine DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-070410-121]		
ENSCHAG00000003012	1	4301362	4302509	1148	-	protein_coding	drl*	Zinc finger protein draculin	sp|Q9W747|DRL_DANRE	
ENSCHAG00000003041	1	4314981	4315922	942	+	protein_coding	cdk5r1a	cyclin-dependent kinase 5 activator 1-like [Source:NCBI gene;Acc:105907873]		
ENSCHAG00000003067	1	4325357	4326792	1436	-	protein_coding	ssuh2*	Protein SSUH2 homolog	sp|Q08C76|SSUH2_DANRE	
ENSCHAG00000003094	1	4330223	4331590	1368	+	protein_coding				
ENSCHAG00000003115	1	4332544	4372861	40318	+	protein_coding	itga3a	"integrin, alpha 3a [Source:ZFIN;Acc:ZDB-GENE-090805-3]"		
ENSCHAG00000003219	1	4384601	4387003	2403	-	protein_coding	smp*	Schwann cell myelin protein	sp|Q92154|SMP_COTJA	
ENSCHAG00000003341	1	4404981	4406329	1349	-	protein_coding	smp*	Schwann cell myelin protein	sp|Q92154|SMP_COTJA	
ENSCHAG00000003410	1	4414247	4441838	27592	+	protein_coding	ca10b	carbonic anhydrase-related protein 10-like [Source:NCBI gene;Acc:105907875]		
ENSCHAG00000003462	1	4444881	4448835	3955	-	protein_coding	rpl23	ribosomal protein L23 [Source:NCBI gene;Acc:336812]		
ENSCHAG00000003686	1	4449177	4454028	4852	-	protein_coding	si:dkey-283b1.7	si:dkey-283b1.7 [Source:ZFIN;Acc:ZDB-GENE-120215-126]		
ENSCHAG00000003698	1	4454302	4462923	8622	-	protein_coding	smarce1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-967]"		
ENSCHAG00000003855	1	4463523	4473512	9990	+	protein_coding	kif2c	kinesin-like protein KIF2C [Source:NCBI gene;Acc:105907862]		
ENSCHAG00000004096	1	4474073	4475858	1786	+	protein_coding	ccdc103	coiled-coil domain containing 103 [Source:NCBI gene;Acc:437026]		
ENSCHAG00000004112	1	4476529	4478570	2042	+	protein_coding	FAM187A	Ig-like V-type domain-containing protein FAM187A [Source:NCBI gene;Acc:105907864]		
ENSCHAG00000004138	1	4478189	4491258	13070	+	protein_coding	abi3a	"ABI family, member 3a [Source:ZFIN;Acc:ZDB-GENE-060929-958]"		
ENSCHAG00000004183	1	4499345	4509094	9750	-	protein_coding	retsat*	"All-trans-retinol 13,14-reductase"	sp|Q5BLE8|RETST_DANRE	
ENSCHAG00000004293	1	4512709	4533550	20842	-	protein_coding	mpp2a	"membrane protein, palmitoylated 2a (MAGUK p55 subfamily member 2) [Source:ZFIN;Acc:ZDB-GENE-071004-82]"		
ENSCHAG00000006180	1	4537197	4541218	4022	-	protein_coding	pyya	peptide YYa [Source:NCBI gene;Acc:30211]		
ENSCHAG00000006209	1	4568452	4569231	780	-	protein_coding	hsp30*	Heat shock protein 30	sp|P42931|HSP30_ONCTS	heat shock protein 30-like [Source:NCBI gene;Acc:105907879]
ENSCHAG00000006222	1	4637944	4747093	109150	+	protein_coding	rarab	"retinoic acid receptor, alpha b [Source:NCBI gene;Acc:555364]"		
ENSCHAG00000006487	1	4757599	4759417	1819	+	protein_coding				
ENSCHAG00000006498	1	4832437	4847085	14649	+	protein_coding				
ENSCHAG00000006511	1	4852197	4856433	4237	-	protein_coding	dusp3b	dual specificity protein phosphatase 3-like [Source:NCBI gene;Acc:105899940]		
ENSCHAG00000006520	1	4857521	4860449	2929	+	protein_coding	DLX3	homeobox protein Dlx3b-like [Source:NCBI gene;Acc:105899868]		
ENSCHAG00000006600	1	4863019	4870894	7876	-	protein_coding	dlx4a	homeobox protein Dlx4a-like [Source:NCBI gene;Acc:105899934]		
ENSCHAG00000006630	1	4929631	4930587	957	+	protein_coding				
ENSCHAG00000006721	1	4934931	4947021	12091	-	protein_coding	KAT7	lysine acetyltransferase 7 [Source:NCBI gene;Acc:105899913]		
ENSCHAG00000008572	1	4947435	4951340	3906	-	protein_coding	g6pcb	glucose-6-phosphatase-like [Source:NCBI gene;Acc:105899869]		
ENSCHAG00000008581	1	4961970	4966787	4818	-	protein_coding	aoc2	membrane primary amine oxidase-like [Source:NCBI gene;Acc:105899870]		
ENSCHAG00000008598	1	4975901	4981144	5244	-	protein_coding	PSME3	proteasome activator complex subunit 3-like [Source:NCBI gene;Acc:105899973]		
ENSCHAG00000008794	1	4981236	4997175	15940	+	protein_coding	nbr1b	next to BRCA1 gene 1 protein-like [Source:NCBI gene;Acc:105899975]		
ENSCHAG00000008827	1	4998975	5004403	5429	+	protein_coding	tmem106b*	Transmembrane protein 106B	sp|Q1LWC2|T106B_DANRE	transmembrane protein 106B-like [Source:NCBI gene;Acc:105899871]
ENSCHAG00000008844	1	5016436	5017044	609	+	protein_coding	ARL4D	ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]		
ENSCHAG00000008861	1	5025432	5031613	6182	+	protein_coding	arih1l*	E3 ubiquitin-protein ligase arih1l	sp|Q6NW85|ARI1L_DANRE	
ENSCHAG00000008872	1	5031721	5051839	20119	+	protein_coding	RTN4R	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]		
ENSCHAG00000008893	1	5099032	5161805	62774	-	protein_coding	rab11fip4a	rab11 family-interacting protein 4A [Source:NCBI gene;Acc:105899936]		
ENSCHAG00000009249	1	5121492	5166419	44928	-	protein_coding	coil	coilin p80 [Source:ZFIN;Acc:ZDB-GENE-000330-8]		
ENSCHAG00000009274	1	5165660	5170893	5234	+	protein_coding	scpep1	serine carboxypeptidase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-890]		
ENSCHAG00000010143	1	5172431	5185575	13145	-	protein_coding	engase	endo-beta-N-acetylglucosaminidase [Source:NCBI gene;Acc:561239]		
ENSCHAG00000010213	1	5187251	5195544	8294	+	protein_coding	SLC16A3	si:ch211-234h8.7 [Source:ZFIN;Acc:ZDB-GENE-061009-16]		
ENSCHAG00000010222	1	5208821	5211663	2843	-	protein_coding	csnk1da	casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]		
ENSCHAG00000010289	1	5214107	5220203	6097	+	protein_coding	rac3a	ras-related C3 botulinum toxin substrate 3 [Source:NCBI gene;Acc:105899959]		
ENSCHAG00000010411	1	5222012	5233019	11008	+	protein_coding	gps1	COP9 signalosome complex subunit 1 [Source:NCBI gene;Acc:105899958]		
ENSCHAG00000011056	1	5233759	5238343	4585	-	protein_coding	dus1l	dihydrouridine synthase 1-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-1435]		
ENSCHAG00000011102	1	5238339	5240478	2140	+	protein_coding	RPL3	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]		
ENSCHAG00000011139	1	5243524	5274530	31007	-	protein_coding	gna13b	guanine nucleotide-binding protein subunit alpha-13 [Source:NCBI gene;Acc:105899987]		
ENSCHAG00000011161	1	5274672	5285724	11053	+	protein_coding	rgs9a	regulator of G-protein signaling 9-like [Source:NCBI gene;Acc:105900010]		
ENSCHAG00000011609	1	5285543	5302090	16548	-	protein_coding	cog1	component of oligomeric golgi complex 1 [Source:ZFIN;Acc:ZDB-GENE-050302-128]		
ENSCHAG00000011935	1	5302687	5303307	621	+	protein_coding	smim22*	Small integral membrane protein 22	sp|K7EJ46|SIM22_HUMAN	
ENSCHAG00000011956	1	5304745	5310385	5641	-	protein_coding	rogdi	protein rogdi homolog [Source:NCBI gene;Acc:105899978]		
ENSCHAG00000012153	1	5312638	5322848	10211	-	protein_coding	glyr1	glyoxylate reductase 1 homolog (Arabidopsis) [Source:NCBI gene;Acc:493611]		
ENSCHAG00000012697	1	5323087	5339678	16592	-	protein_coding	ppl	periplakin [Source:ZFIN;Acc:ZDB-GENE-041008-196]		
ENSCHAG00000014283	1	5349430	5399382	49953	+	protein_coding	si:dkeyp-72e1.9	si:dkeyp-72e1.9 [Source:ZFIN;Acc:ZDB-GENE-120215-89]		
ENSCHAG00000014388	1	5402421	5410944	8524	-	protein_coding	rrn3	"RRN3 homolog, RNA polymerase I transcription factor [Source:ZFIN;Acc:ZDB-GENE-080225-1]"		
ENSCHAG00000015054	1	5411998	5412504	507	-	protein_coding	si:dkeyp-72e1.6	si:dkeyp-72e1.6 [Source:ZFIN;Acc:ZDB-GENE-120215-228]		
ENSCHAG00000015062	1	5413614	5416545	2932	-	protein_coding	si:dkeyp-72e1.7	si:dkeyp-72e1.7 [Source:ZFIN;Acc:ZDB-GENE-120215-229]		
ENSCHAG00000015177	1	5417261	5429781	12521	+	protein_coding	pdxdc1	pyridoxal-dependent decarboxylase domain containing 1 [Source:NCBI gene;Acc:447813]		
ENSCHAG00000017221	1	5431540	5444674	13135	+	protein_coding	gspt1l	eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like [Source:NCBI gene;Acc:105899964]		
ENSCHAG00000017738	1	5447066	5448173	1108	+	protein_coding	pirt*	Phosphoinositide-interacting protein	sp|P0C851|PIRT_HUMAN	
ENSCHAG00000000576	1	5449479	5458085	8607	+	protein_coding	nde1	nuclear distribution protein nudE homolog 1-like [Source:NCBI gene;Acc:105900017]		
ENSCHAG00000001680	1	5458138	5486779	28642	-	protein_coding	myh11b	myosin heavy chain 11 [Source:NCBI gene;Acc:105899879]		
ENSCHAG00000009614	1	5488161	5521012	32852	+	protein_coding	abcc1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-15]"		
ENSCHAG00000014762	1	5495449	5495864	416	-	protein_coding				
ENSCHAG00000014862	1	5522896	5546152	23257	-	protein_coding	abcc6b.1	multidrug resistance-associated protein 1-like [Source:NCBI gene;Acc:105899880]		
ENSCHAG00000018978	1	5558830	5564025	5196	+	protein_coding	COQ7	"coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]"		
ENSCHAG00000018991	1	5569068	5571471	2404	+	protein_coding	ITPRIPL2	ITPRIP like 2 [Source:NCBI gene;Acc:105899881]		
ENSCHAG00000019009	1	5576107	5599066	22960	+	protein_coding	syt17	synaptotagmin XVII [Source:ZFIN;Acc:ZDB-GENE-090527-1]		
ENSCHAG00000019038	1	5601474	5609991	8518	-	protein_coding	clec19a	C-type lectin domain containing 19A [Source:NCBI gene;Acc:105899883]		
ENSCHAG00000019085	1	5610110	5648180	38071	+	protein_coding	smg1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:ZFIN;Acc:ZDB-GENE-061013-767]		
ENSCHAG00000020202	1	5652328	5656835	4508	+	protein_coding	arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1087]		
ENSCHAG00000020228	1	5663323	5669738	6416	+	protein_coding	rps15a	ribosomal protein S15a [Source:NCBI gene;Acc:105899981]		
ENSCHAG00000020273	1	5689710	5781647	91938	-	protein_coding	xylt1	xylosyltransferase I [Source:ZFIN;Acc:ZDB-GENE-111017-2]		
ENSCHAG00000020478	1	5873112	5889382	16271	-	protein_coding	rab40c	"RAB40C, member RAS oncogene family [Source:NCBI gene;Acc:105899969]"		
ENSCHAG00000020534	1	5892427	5902006	9580	-	protein_coding	pigq	phosphatidylinositol glycan anchor biosynthesis class Q [Source:NCBI gene;Acc:105899967]		
ENSCHAG00000020665	1	5902359	5904706	2348	+	protein_coding	eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase [Source:ZFIN;Acc:ZDB-GENE-041010-160]		
ENSCHAG00000020685	1	5904735	5908804	4070	-	protein_coding	alg1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:ZFIN;Acc:ZDB-GENE-030131-6093]		
ENSCHAG00000020793	1	5911572	5914613	3042	+	protein_coding	C16orf89	"chromosome unknown open reading frame, human C16orf89 [Source:NCBI gene;Acc:105899919]"		
ENSCHAG00000020808	1	5914787	5926792	12006	-	protein_coding	flr	fleer [Source:NCBI gene;Acc:797829]		
ENSCHAG00000021196	1	5927944	5929866	1923	+	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]		
ENSCHAG00000021201	1	5970258	5986457	16200	+	protein_coding	gsg1l	gsg1-like [Source:NCBI gene;Acc:664746]		
ENSCHAG00000021227	1	6010933	6035212	24280	+	protein_coding	fbxl16	F-box and leucine-rich repeat protein 16 [Source:ZFIN;Acc:ZDB-GENE-120215-180]		
ENSCHAG00000021246	1	6043903	6054379	10477	-	protein_coding	12-Sep	septin 12 [Source:ZFIN;Acc:ZDB-GENE-120215-68]		
ENSCHAG00000021275	1	6073652	6075622	1971	+	protein_coding	fbxl16*	F-box/LRR-repeat protein 16	sp|Q5MJ12|FXL16_RAT	
ENSCHAG00000021289	1	6084308	6160981	76674	-	protein_coding	12-Sep	septin 12 [Source:ZFIN;Acc:ZDB-GENE-120215-68]		
ENSCHAG00000021300	1	6168052	6177996	9945	+	protein_coding	pitpnc1*	Cytoplasmic phosphatidylinositol transfer protein 1	sp|Q28CA0|PITC1_XENTR	
ENSCHAG00000021323	1	6198549	6429915	231367	+	protein_coding	rbfox1	RNA binding fox-1 homolog 1 [Source:NCBI gene;Acc:449554]		
ENSCHAG00000021601	1	6371947	6372634	688	-	protein_coding	phactr4-a*	Phosphatase and actin regulator 4-A	sp|Q5HZA1|PHR4A_XENLA	
ENSCHAG00000021625	1	6455954	6469230	13277	-	protein_coding	TMEM114	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]		
ENSCHAG00000021642	1	6482758	6498473	15716	+	protein_coding	mettl22	methyltransferase like 22 [Source:NCBI gene;Acc:105899924]		
ENSCHAG00000021673	1	6499035	6528157	29123	+	protein_coding	abat	4-aminobutyrate aminotransferase [Source:NCBI gene;Acc:105899982]		
ENSCHAG00000022327	1	6529058	6532334	3277	-	protein_coding	carhsp1	calcium regulated heat stable protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1479]		
ENSCHAG00000022334	1	6545811	6551645	5835	-	protein_coding	nat15	"N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:NCBI gene;Acc:105899983]"		
ENSCHAG00000022364	1	6552381	6573613	21233	+	protein_coding	dnase1	deoxyribonuclease I [Source:ZFIN;Acc:ZDB-GENE-040718-423]		
ENSCHAG00000022526	1	6555093	6559314	4222	-	protein_coding	eci1	enoyl-CoA delta isomerase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6033]		
ENSCHAG00000022598	1	6574028	6579008	4981	-	protein_coding	eci1	enoyl-CoA delta isomerase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6033]		
ENSCHAG00000022616	1	6580149	6605484	25336	-	protein_coding	arhgdig	Rho GDP dissociation inhibitor (GDI) gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1493]		
ENSCHAG00000022673	1	6614969	6629010	14042	-	protein_coding	clcn7	chloride voltage-gated channel 7 [Source:NCBI gene;Acc:105900020]		
ENSCHAG00000023558	1	6629300	6632775	3476	-	protein_coding	ptx4	"pentraxin 4, long [Source:ZFIN;Acc:ZDB-GENE-120215-70]"		
ENSCHAG00000023559	1	6637675	6638940	1266	+	protein_coding	si:ch211-157c3.4	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Source:NCBI gene;Acc:105899939]		
ENSCHAG00000023609	1	6640458	6659160	18703	-	protein_coding	usp7	ubiquitin specific peptidase 7 [Source:NCBI gene;Acc:105899955]		
ENSCHAG00000024434	1	6666254	6671984	5731	+	protein_coding	si:dkey-20i6.3*	UPF0472 protein C16orf72 homolog	sp|A2BE76|CP072_DANRE	"chromosome unknown open reading frame, human C16orf72 [Source:NCBI gene;Acc:105900007]"
ENSCHAG00000024462	1	6864460	6985404	120945	-	protein_coding	grin2aa	"glutamate receptor, ionotropic, N-methyl D-aspartate 2A, a [Source:ZFIN;Acc:ZDB-GENE-070424-129]"		
ENSCHAG00000024731	1	6990013	7010376	20364	+	protein_coding	atf7ip*	Activating transcription factor 7-interacting protein 1	sp|A0JME2|MCAF1_DANRE	
ENSCHAG00000024740	1	7011318	7026873	15556	-	protein_coding	emp2	epithelial membrane protein 2 [Source:NCBI gene;Acc:105899923]		
ENSCHAG00000024746	1	7036513	7045458	8946	-	protein_coding	tekt3*	Tektin-3	sp|A6H782|TEKT3_BOVIN	tektin 5 [Source:HGNC Symbol;Acc:HGNC:26554]
ENSCHAG00000024756	1	7046241	7078182	31942	+	protein_coding	nubp1	nucleotide binding protein 1 [Source:NCBI gene;Acc:105899912]		
ENSCHAG00000024784	1	7105335	7145046	39712	-	protein_coding	clec16a	C-type lectin domain containing 16A [Source:ZFIN;Acc:ZDB-GENE-040426-951]		
ENSCHAG00000024849	1	7166305	7255211	88907	+	protein_coding	prkcbb	"protein kinase C, beta b [Source:NCBI gene;Acc:393953]"		
ENSCHAG00000025026	1	7273320	7301020	27701	+	protein_coding	cacng3b	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:NCBI gene;Acc:105899937]		
ENSCHAG00000025029	1	7320084	7330335	10252	+	protein_coding	znf598	zinc finger protein 598 [Source:NCBI gene;Acc:407728]		
ENSCHAG00000025043	1	7333730	7338979	5250	-	protein_coding	syngr3a	synaptogyrin 3 [Source:NCBI gene;Acc:105899935]		
ENSCHAG00000025051	1	7339495	7341405	1911	-	protein_coding	gfer	"growth factor, augmenter of liver regeneration [Source:NCBI gene;Acc:105899930]"		
ENSCHAG00000025053	1	7341923	7346621	4699	+	protein_coding	drg2	developmentally regulated GTP binding protein 2 [Source:NCBI gene;Acc:105900014]		
ENSCHAG00000025073	1	7356806	7398864	42059	+	protein_coding	myo15aa	myosin XVAa [Source:ZFIN;Acc:ZDB-GENE-080425-2]		
ENSCHAG00000025151	1	7399941	7565329	165389	+	protein_coding	LLGL1	LLGL scribble cell polarity complex component 1 [Source:NCBI gene;Acc:105899928]		
ENSCHAG00000025521	1	7439962	7443463	3502	-	protein_coding	ccdc97	coiled-coil domain containing 97 [Source:NCBI gene;Acc:105900021]		
ENSCHAG00000025551	1	7447347	7506004	58658	-	protein_coding	cacna1ha	"calcium channel, voltage-dependent, T type, alpha 1H subunit a [Source:ZFIN;Acc:ZDB-GENE-130103-1]"		
ENSCHAG00000025812	1	7524422	7529134	4713	+	protein_coding	myo15a*	Unconventional myosin-XV	sp|Q9UKN7|MYO15_HUMAN	
ENSCHAG00000025819	1	7580025	7632367	52343	-	protein_coding	scn4ab*	Sodium channel protein type 4 subunit alpha B	sp|Q20JQ7|SC4AB_DANRE	
ENSCHAG00000025822	1	7664496	7669486	4991	+	protein_coding	b9d1	B9 domain containing 1 [Source:NCBI gene;Acc:105899922]		
ENSCHAG00000025825	1	7673297	7699622	26326	-	protein_coding	epn2	epsin 2 [Source:ZFIN;Acc:ZDB-GENE-071212-1]		
ENSCHAG00000025831	1	7707381	7715803	8423	+	protein_coding	grapa	GRB2 related adaptor protein [Source:NCBI gene;Acc:105899926]		
ENSCHAG00000025832	1	7717891	7725436	7546	+	protein_coding	fam83d*	Protein FAM83D	sp|A4QP72|FA83D_DANRE	family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]
ENSCHAG00000025839	1	7727779	7736850	9072	-	protein_coding	prpsap2	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:NCBI gene;Acc:105900013]		
ENSCHAG00000025860	1	7738666	7831418	92753	+	protein_coding	caskin1	CASK interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-071115-3]		
ENSCHAG00000025961	1	7838050	7849833	11784	-	protein_coding	traf7	TNF receptor associated factor 7 [Source:NCBI gene;Acc:105900011]		
ENSCHAG00000026149	1	7859376	7862162	2787	+	protein_coding	gng13b	G protein subunit gamma 13 [Source:NCBI gene;Acc:105899943]		
ENSCHAG00000026152	1	7881038	7883154	2117	+	protein_coding	dctn5	dynactin subunit 5 [Source:NCBI gene;Acc:105899917]		
ENSCHAG00000026156	1	7884027	7886928	2902	-	protein_coding	rpusd1	RNA pseudouridine synthase domain containing 1 [Source:NCBI gene;Acc:767786]		
ENSCHAG00000026160	1	7887197	7888643	1447	+	protein_coding	ndufab1b	"acyl carrier protein, mitochondrial-like [Source:NCBI gene;Acc:105900004]"		
ENSCHAG00000026162	1	7894919	7916149	21231	-	protein_coding	tnrc6a	trinucleotide repeat containing adaptor 6A [Source:ZFIN;Acc:ZDB-GENE-030131-2519]		
ENSCHAG00000026194	1	7980978	8015972	34995	-	protein_coding	tnrc18	trinucleotide repeat containing 18 [Source:ZFIN;Acc:ZDB-GENE-100326-1]		
ENSCHAG00000026207	1	8020999	8029562	8564	-	protein_coding	smurf1	SMAD specific E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2744]		
ENSCHAG00000026217	1	8047325	8054632	7308	+	protein_coding	foxk1	forkhead box K1 [Source:ZFIN;Acc:ZDB-GENE-030131-6402]		
ENSCHAG00000026255	1	8057031	8071821	14791	+	protein_coding	ap5z1	adaptor related protein complex 5 subunit zeta 1 [Source:ZFIN;Acc:ZDB-GENE-120508-2]		
ENSCHAG00000026433	1	8074475	8085179	10705	-	protein_coding	cyp3c3	"cytochrome P450, family 3, subfamily c, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041114-102]"		
ENSCHAG00000026528	1	8086305	8309800	223496	-	protein_coding	sdk1a	sidekick cell adhesion molecule 1a [Source:ZFIN;Acc:ZDB-GENE-081104-374]		
ENSCHAG00000027011	1	8339005	8358517	19513	+	protein_coding	card11	"caspase recruitment domain family, member 11 [Source:ZFIN;Acc:ZDB-GENE-100219-1]"		
ENSCHAG00000027021	1	8363298	8395188	31891	+	protein_coding	gna12a	G protein subunit alpha 12 [Source:NCBI gene;Acc:105890719]		
ENSCHAG00000027022	1	8390628	8398212	7585	-	protein_coding				
ENSCHAG00000027026	1	8397981	8405342	7362	+	protein_coding	eif3ba	eukaryotic translation initiation factor 3 subunit B-like [Source:NCBI gene;Acc:105890779]		
ENSCHAG00000027030	1	8408750	8410063	1314	+	protein_coding	chst12a	carbohydrate sulfotransferase 12 [Source:NCBI gene;Acc:105890739]		
ENSCHAG00000027031	1	8424280	8426999	2720	-	protein_coding	galr2a*	Galanin receptor 2a	sp|F1R332|GAL2A_DANRE	
ENSCHAG00000027032	1	8427924	8433346	5423	-	protein_coding	grifin	galectin-related inter-fiber protein [Source:NCBI gene;Acc:105890748]		
ENSCHAG00000027035	1	8485671	8496318	10648	+	protein_coding	lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:NCBI gene;Acc:105890720]		
ENSCHAG00000027050	1	8509399	8557632	48234	-	protein_coding	ttyh3a	tweety family member 3a [Source:ZFIN;Acc:ZDB-GENE-120508-1]		
